,franquicia,titulo_original,recaudacion
20798,Hoodwinked! Collection,Hoodwinked!,51053787.0
20807,Underworld Collection,Underworld: Evolution,111340801.0
20831,Casper Collection,Casper Meets Wendy,0.0
20858,Project A Collection,A計劃,0.0
20866,Vabank (Collection),Vinci,0.0
20869,Quatermass (Hammer series),The Quatermass Xperiment,0.0
20871,Hellraiser Collection,Hellraiser: Hellseeker,0.0
20895,Gamera Films,Daikaijû kûchûsen: Gamera tai Gyaosu,0.0
20899,8MM Collection,8MM 2,0.0
20911,Elements Trilogy,Water,10422387.0
20923,Uuno Turhapuro,Uuno Turhapuro armeijan leivissä,0.0
20924,French Fried Vacation,Les Bronzés,0.0
20926,Big Momma's House Collection,Big Momma's House 2,138259062.0
20944,Nanny McPhee Collection,Nanny McPhee,122489822.0
20998,The Comedians Of Comedy Collection,The Comedians of Comedy,0.0
21000,Final Destination Collection,Final Destination 3,117719158.0
21036,The Pink Panther (Steve Martin) Collection,The Pink Panther,0.0
21061,Troll Collection,Troll,5450815.0
21069,Curious George Collection,Curious George,69834815.0
21081,When a Stranger Calls Collection,When a Stranger Calls,66966987.0
21085,Pulse Collection,Pulse,29907685.0
21089,Election Collection,黑社會,0.0
21107,Ultimate Avengers Collection,Ultimate Avengers,6700000.0
21115,Ice Age Collection,Ice Age: The Meltdown,660940780.0
21123,The Prince & Me Collection,The Prince & Me 2: The Royal Wedding,0.0
21129,Leprechaun Collection (Original Series),Leprechaun 2,2260622.0
21131,Leprechaun Collection (Original Series),Leprechaun 3,0.0
21134,Leprechaun Collection (Original Series),Leprechaun 4: In Space,0.0
21142,Leprechaun Collection (Original Series),Leprechaun in the Hood,0.0
21143,Aki Kaurismäki's Finland trilogy,Laitakaupungin valot,1615018.0
21147,The Hills Have Eyes (Reboot) Collection,The Hills Have Eyes,69623713.0
21163,The Pink Panther (Original) Collection,Inspector Clouseau,0.0
21171,The Pink Panther (Original) Collection,Son of the Pink Panther,2438031.0
21175,Urban Legend,Urban Legends: Bloody Mary,0.0
21179,Basic Instinct Collection,Basic Instinct 2,38629478.0
21251,Scary Movie Collection,Scary Movie 4,178262620.0
21252,Silent Hill Collection,Silent Hill,97607453.0
21284,The Protector Collection,ต้มยำกุ้ง,27165581.0
21380,Mission: Impossible Collection,Mission: Impossible III,397850012.0
21758,Die Nibelungen Collection,Die Nibelungen: Siegfried,0.0
21764,Die Nibelungen Collection,Die Nibelungen: Kriemhilds Rache,0.0
21770,Samurai Trilogy,隠し剣 鬼の爪,0.0
21774,Robert Langdon Collection,The Da Vinci Code,767820459.0
21902,X-Men Collection,X-Men: The Last Stand,459359555.0
22034,Cars Collection,Cars,461983149.0
22066,Pirates of the Caribbean Collection,Pirates of the Caribbean: Dead Man's Chest,1065659812.0
22102,Clerks Collection,Clerks II,26888376.0
22104,See No Evil Collection,See No Evil,0.0
22108,Hollow Man Collection,Hollow Man II,0.0
22120,High School Musical Collection,High School Musical,0.0
22125,Jack Frost Collection,Jack Frost 2: Revenge of the Mutant Killer Snowman,0.0
22126,The Fast and the Furious Collection,The Fast and the Furious: Tokyo Drift,158468292.0
22142,Garfield Collection,Garfield: A Tail of Two Kitties,141702264.0
22178,The Sheriff and the Satellite Kid Collection,Uno sceriffo extraterrestre - poco extra e molto terrestre,0.0
22182,Superman Collection,Superman Returns,391081192.0
22230,The Pink Panther (Original) Collection,Curse of the Pink Panther,4491986.0
22242,Mimic Collection,Mimic: Sentinel,0.0
22248,Krrish Collection,कृष,0.0
22250,Whispering Corridors Collection,여고괴담 두번째 이야기,0.0
22253,Night at the Museum Collection,Night at the Museum,574480841.0
22373,Crank Collection,Crank,42931041.0
22409,Step Up Collection,Step Up,114194847.0
22425,Bon Cop Bad Cop Collection,Bon Cop Bad Cop,12671300.0
22437,The Heroic Trio Collection,Jin doi hou haap cyun,0.0
22440,Swordsman Collection,笑傲江湖II東方不敗,0.0
22448,Trilogía de la violencia de Michael Haneke,Der siebente Kontinent,0.0
22449,Vixens Collection,Vixen!,6000000.0
22458,Jackass Collection,Jackass Number Two,72778712.0
22461,The Land Before Time Collection,The Land Before Time II: The Great Valley Adventure,0.0
22464,Open Season Collection,Open Season,197309027.0
22467,Texas Chainsaw (Reboot) Collection,The Texas Chainsaw Massacre: The Beginning,0.0
22472,The Grudge Collection,The Grudge 2,39143839.0
22490,The Marine Collection,The Marine,22165608.0
22514,Feast Collection,Feast,658573.0
22523,Clint Eastwood's Iwo Jima Collection,Flags of Our Fathers,65900249.0
22535,Azumi Collection,あずみ２　Death or Love,0.0
22537,Saw Collection,Saw III,163876815.0
22546,Corto Maltese,Corto Maltese : La cour secrète des Arcanes,0.0
22562,The Butterfly Effect Collection,The Butterfly Effect 2,0.0
22571,The Santa Clause Collection,The Santa Clause 3: The Escape Clause,84500122.0
22583,James Bond Collection,Casino Royale,599045960.0
22673,Happy Feet Collection,Happy Feet,384335608.0
22677,OSS 117 Collection,"OSS 117 : Le Caire, nid d'espions",0.0
22689,Reeker Collection,Reeker,0.0
22707,National Lampoon’s Van Wilder Collection,Van Wilder 2: The Rise of Taj,6086508.0
22708,Dracula (Universal Series),Dracula's Daughter,0.0
22711,She Collection,She,0.0
22714,Election Collection,黑社会2：以和为贵,0.0
22722,Rocky Collection,Rocky Balboa,155721132.0
22730,Another Gay Movie Collection,Another Gay Movie,745327.0
22738,Loose Change Collection,Loose Change: 2nd Edition,0.0
22739,Trilogy of Life,Il Decameron,0.0
22793,Clint Eastwood's Iwo Jima Collection,Letters from Iwo Jima,68673228.0
22857,Happily N'Ever After Collection,Happily N'Ever After,38085778.0
22897,Stomp the Yard Collection,Stomp the Yard,75511123.0
22899,Arthur and the Invisibles Collection,Arthur et les Minimoys,107944236.0
22915,American Pie (Spin-off) Collection,American Pie Presents: The Naked Mile,0.0
22919,Don Camillo Collection,Il ritorno di Don Camillo,0.0
22939,Don Camillo Collection,Don Camillo,0.0
22951,The Orphic Trilogy,Le Testament d'Orphée,0.0
22955,The Orphic Trilogy,Le sang d'un poète,0.0
22957,The Up Series,49 Up,238073.0
22958,The Up Series,Seven Up!,0.0
22959,The Up Series,7 Plus Seven,0.0
22960,Smokin' Aces Collection,Smokin' Aces,57103895.0
23020,The Messengers Collection,The Messengers,1109660.0
23038,The Hannibal Lecter Anthology,Hannibal Rising,82169884.0
23290,Cocaine Cowboys,Cocaine Cowboys,163000.0
23292,Anchorman Collection,"Wake Up, Ron Burgundy: The Lost Movie",0.0
23294,SPL Collection,殺破狼,0.0
23318,Trailer Park Boys Collection,Trailer Park Boys: The Movie,3833507.0
23319,Ghost Rider Collection,Ghost Rider,228738393.0
23375,Kidulthood Collection,Kidulthood,165000.0
23378,Like Mike Collection,Like Mike 2: Streetball,0.0
23381,The 36th Chamber of Shaolin Collection,少林卅六房,0.0
23383,Billy Jack Collection,The Trial of Billy Jack,0.0
23385,Emil i Lönneberga,Emil i Lönneberga,0.0
23393,Trilogy of Life,I racconti di Canterbury,0.0
23409,2001 Maniacs Collection,2001 Maniacs,0.0
23415,Teen Wolf Collection,Teen Wolf Too,0.0
23418,Pusher Collection,Pusher 3,0.0
23424,Babylon 5 Collection,Babylon 5: The Gathering,0.0
23433,White Noise Collection,White Noise 2: The Light,0.0
23449,Atlantis Collection,Atlantis: Milo's Return,0.0
23454,The Ultimate Collection,The Ultimate Gift,0.0
23466,300 Collection,300,422610419.0
23487,The Hills Have Eyes (Reboot) Collection,The Hills Have Eyes II,0.0
23499,Samurai Trilogy,武士の一分,0.0
23502,The Are We Collection,Are We Done Yet?,0.0
23514,Vacancy Collection,Vacancy,35300645.0
23518,Trilogía de la violencia de Michael Haneke,Benny's Video,0.0
23542,Mr. Bean Collection,Mr. Bean's Holiday,229736344.0
23590,The Condemned Collection,The Condemned,8642858.0
23602,Spider-Man Collection,Spider-Man 3,890871626.0
23620,The Up Series,21 Up,0.0
23622,Maniac Cop Collection,Maniac Cop,0.0
23625,World of Watches Collection,Дневной дозор,38862717.0
23631,This is England Collection,This Is England,8176544.0
23639,28 Days/Weeks Later Collection,28 Weeks Later,64238440.0
23675,Shrek Collection,Shrek the Third,798958165.0
23685,Pirates of the Caribbean Collection,Pirates of the Caribbean: At World's End,961000000.0
23694,The Librarian Collection,The Librarian: Return to King Solomon's Mines,0.0
23703,The Librarian Collection,The Librarian: Quest for the Spear,0.0
23808,Henry Fool Collection,Fay Grim,0.0
23810,Ocean's Collection,Ocean's Thirteen,311312624.0
23834,Godzilla (Heisei) Collection,ゴジラvsモスラ,0.0
23838,Godzilla (Heisei) Collection,ゴジラvsデストロイア,0.0
23842,Godzilla (Heisei) Collection,ゴジラvsキングギドラ,0.0
23848,Hostel Collection,Hostel: Part II,35619521.0
23854,Star Crash Collection,Starcrash,0.0
23870,Surf's Up Collection,Surf's Up,149044513.0
23876,Fantastic Four Collection,4: Rise of the Silver Surfer,289047763.0
24212,Grindhouse Collection,Death Proof,25037897.0
24220,Bring It On Collection,Bring It On: All or Nothing,0.0
24221,Goal! Collection,Goal! II: Living the Dream,0.0
24223,Cheech & Chong Collection,Still Smokin,15543000.0
24224,Die Hard Collection,Live Free or Die Hard,383531464.0
24284,Almighty Collection,Evan Almighty,173000000.0
24305,Transformers Collection,Transformers,709709780.0
24359,Harry Potter Collection,Harry Potter and the Order of the Phoenix,938212738.0
24375,Arn collection,Arn: Tempelriddaren,0.0
24579,The Bourne Collection,The Bourne Ultimatum,442824138.0
24779,If I Were You Collection,Se eu fosse você,0.0
24786,The Bible Collection,Abraham,0.0
24810,Brice Collection,Brice de Nice,0.0
24811,Rush Hour Collection,Rush Hour 3,258022233.0
24831,Daddy Day Camp Collection,Daddy Day Camp,18197398.0
24835,Halloween (Rob Zombie Series) Collection,Halloween,80253908.0
24838,2 Days In... Collection,2 Days in Paris,19776159.0
24886,Trilogía Sollima,Faccia a Faccia,0.0
24890,Taxi Collection,Taxi 4,0.0
24892,Grindhouse Collection,Planet Terror,0.0
24895,Kevin Smith: Silent Bob Speaks!,An Evening with Kevin Smith,0.0
24897,Resident Evil Collection,Resident Evil: Extinction,148412065.0
24957,Elizabeth Collection,Elizabeth: The Golden Age,74237563.0
24984,Sleuth Collection,Sleuth,342835.0
25004,30 Days of Night Collection,30 Days of Night,75505973.0
25020,Why Did I Get Married Collection,Why Did I Get Married?,55184721.0
25022,Saw Collection,Saw IV,139352633.0
25028,The 36th Chamber of Shaolin Collection,少林搭棚大師,0.0
25030,Elite Squad Collection,Tropa de Elite,0.0
25054,Decoys Collection,Decoys,0.0
25057,Living Trilogy,Du levande,0.0
25273,The Man from Earth Collection,The Man from Earth,0.0
25275,Kevin Smith: Silent Bob Speaks!,An Evening with Kevin Smith 2: Evening Harder,0.0
25277,Hitman Collection,Hitman,99965753.0
25421,Alvin and the Chipmunks Collection,Alvin and the Chipmunks,361366633.0
25501,Futurama Collection,Futurama: Bender's Big Score,0.0
25507,Wrong Turn Collection,Wrong Turn 2: Dead End,0.0
25519,Design Trilogy,Helvetica,0.0
25521,Inoshika Ocho series,不良姐御伝 猪の鹿お蝶,0.0
25525,The Hamiltons Collection,The Hamiltons,0.0
25531,National Treasure Collection,National Treasure: Book of Secrets,457363168.0
25603,AVP Collection,Aliens vs Predator: Requiem,41797066.0
25623,Keinohrhasen Filmreihe,Keinohrhasen,81303447.0
25626,Battlestar Galactica (Reboot) Collection,Battlestar Galactica: Razor,0.0
25646,[REC] Collection,[REC],30448000.0
25650,In the Name of the King Collection,In the Name of the King: A Dungeon Siege Tale,0.0
25686,Hatchet Collection,Hatchet,0.0
25688,One Missed Call Collection,One Missed Call,0.0
25724,Rambo Collection,Rambo,113244290.0
25784,The Eye Collection,The Eye,56309766.0
25796,Hellboy Collection,Hellboy II: The Golden Army,160388063.0
25832,Footsoldier Collection,Rise of the Footsoldier,0.0
25842,Step Up Collection,Step Up 2: The Streets,150816700.0
25860,Living Dead Collection,Diary of the Dead,5364858.0
25863,Zeitgeist Collection,Zeitgeist,0.0
25865,Anders Matthesen,Terkel i knibe,0.0
25871,Return of the Living Dead Collection,Return of the Living Dead 3,54207.0
25883,The Dark Knight Collection,The Dark Knight,1004558444.0
25963,The Foreigner Collection,Black Dawn,0.0
25966,Never Back Down Collection,Never Back Down,41627431.0
25972,Godzilla (Showa) Collection,Mekagojira no Gyakushū,0.0
25978,Zebraman Collection,ゼブラーマン,0.0
25981,Nim's Island Collection,Nim's Island,100076342.0
25985,Street Kings Collection,Street Kings,65569869.0
26017,Harold & Kumar Collection,Harold & Kumar Escape from Guantanamo Bay,43493123.0
26019,Outpost Collection,Outpost,0.0
26025,Tarzan (Johnny Weissmuller series),Tarzan Escapes,0.0
26029,Tarzan (Johnny Weissmuller series),Tarzan Finds a Son!,0.0
26031,Tarzan (Johnny Weissmuller series),Tarzan's Secret Treasure,0.0
26034,Tarzan (Johnny Weissmuller series),Tarzan's New York Adventure,0.0
26040,Iron Man Collection,Iron Man,585174222.0
26064,Taken Collection,Taken,226830568.0
26280,Stargate SG-1 Collection,Stargate: The Ark of Truth,8900000.0
26288,American Pie (Spin-off) Collection,American Pie Presents: Beta House,0.0
26290,The Chronicles of Narnia Collection,The Chronicles of Narnia: Prince Caspian,419651413.0
26374,Indiana Jones Collection,Indiana Jones and the Kingdom of the Crystal Skull,786636033.0
26386,Sex and the City Collection,Sex and the City,415252786.0
26395,Kung Fu Panda Collection,Kung Fu Panda,631744560.0
26399,Flesh Gordon Collection,Flesh Gordon,0.0
26401,Wanted - Collection,Wanted,258270008.0
26455,Ten Minutes Older... (Collection),Ten Minutes Older: The Trumpet,0.0
26605,St. Trinian's Collection,St. Trinian's,0.0
26614,Futurama Collection,Futurama: The Beast with a Billion Backs,0.0
26622,Bambi Collection,Bambi II,0.0
26625,An American Girl Collection,Kit Kittredge: An American Girl,0.0
26646,Frosty the Snowman Collection,Frosty the Snowman,0.0
26649,Mamma Mia! Collection,Mamma Mia!,609841637.0
26709,Simon Brenner Collection,Silentium,0.0
26712,Journey Collection,Journey to the Center of the Earth,101702060.0
26742,Per Fly trilogien (Samling),Drabet,0.0
26744,Per Fly trilogien (Samling),Bænken,0.0
26750,Death Note Collection,デスノート,27793200.0
26759,Space Chimps Collection,Space Chimps,63800345.0
26769,Stargate SG-1 Collection,Stargate: Continuum,0.0
26785,WarGames Collection,War Games: The Dead Code,0.0
26791,The X-Files Collection,The X Files: I Want to Believe,68369434.0
26823,The Little Mermaid Collection,The Little Mermaid II: Return to the Sea,0.0
26847,The Discworld Collection,The Colour of Magic,0.0
26853,The Discworld Collection,Hogfather,0.0
26855,The Mummy Collection,The Mummy: Tomb of the Dragon Emperor,401128639.0
26945,Red Cliff Collection,Chi bi,127814609.0
26963,The Sisterhood of the Traveling Pants Collection,The Sisterhood of the Traveling Pants 2,44352417.0
26967,High School Musical Collection,High School Musical 2,7000000.0
26971,Death Race Collection,Death Race,73762516.0
27025,Mirrors Collection,Mirrors,72436439.0
27055,House on Haunted Hill Collection,Return to House on Haunted Hill,0.0
27059,The Three Mothers Collection,La terza madre,54947.0
27069,Lassie (Kinofilme),Son of Lassie,0.0
27073,The Crow Collection,The Crow IV: Wicked Prayer,0.0
27097,Alone in the Dark Collection,Alone in the Dark 2,0.0
27106,Tulse Luper,"The Tulse Luper Suitcases, Part 1: The Moab Story",25800.0
27166,Cat Stevens y Hutch Bessy Trilogy,I quattro dell'Ave Maria,0.0
27175,The Sabata Collection,"Indio Black, sai che ti dico: Sei un gran figlio di…",0.0
27187,Lew Harper Collection,The Drowning Pool,0.0
27199,Niko - Coleccion,Niko: Lentäjän poika,0.0
27239,Quarantine Collection,Quarantine,40855419.0
27248,Lost Boys Collection,Lost Boys: The Tribe,0.0
27280,Lone Wolf and Cub Collection,子連れ狼 死に風に向う乳母車,0.0
27284,Lone Wolf and Cub Collection,子連れ狼 親の心子の心,0.0
27286,Babylon 5 Collection,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,0.0
27295,Babylon 5 Collection,Babylon 5: The Lost Tales - Voices in the Dark,0.0
27304,High School Musical Collection,High School Musical 3: Senior Year,0.0
27309,Futurama Collection,Futurama: Bender's Game,0.0
27315,Madagascar Collection,Madagascar: Escape 2 Africa,603900354.0
27321,Guinea Pig Collection,ギニーピッグ2 血肉の華,0.0
27322,James Bond Collection,Quantum of Solace,586090727.0
27362,Crows Collection,クローズZERO,0.0
27365,Camp Rock Collection,Camp Rock,0.0
27375,Saw Collection,Saw V,113857533.0
