,pelicula_id,puesto,crew_nombre,franquicia,compañia,pais,presupuesto_y,idioma_original,titulo_original,fecha_realizacion,recaudacion_y,duracion,año_realizacion,ganancia
58000263,94052,Director,Aleksandr Adabashyan,The Adventures of Erast Fandorin,,,0.0,en,Азазель,2002-03-10,0.0,208.0,2002,0.0
58000488,53129,Director,Dzhanik Fayziev,The Adventures of Erast Fandorin,Studio Trite,Russia,0.0,ru,Турецкий гамбит,2005-02-22,0.0,130.0,2005,0.0
58000838,52761,Director,René Goscinny,Lucky Luke (Animation) Collection,Les Productions Artistes Associés,Belgium,0.0,fr,Daisy Town,1971-11-01,0.0,71.0,1971,0.0
58000839,52761,Director,René Goscinny,Lucky Luke (Animation) Collection,Les Productions Artistes Associés,France,0.0,fr,Daisy Town,1971-11-01,0.0,71.0,1971,0.0
58000840,52761,Director,René Goscinny,Lucky Luke (Animation) Collection,Belvision,Belgium,0.0,fr,Daisy Town,1971-11-01,0.0,71.0,1971,0.0
58000841,52761,Director,René Goscinny,Lucky Luke (Animation) Collection,Belvision,France,0.0,fr,Daisy Town,1971-11-01,0.0,71.0,1971,0.0
58000842,52761,Director,René Goscinny,Lucky Luke (Animation) Collection,Dargaud Films,Belgium,0.0,fr,Daisy Town,1971-11-01,0.0,71.0,1971,0.0
58000843,52761,Director,René Goscinny,Lucky Luke (Animation) Collection,Dargaud Films,France,0.0,fr,Daisy Town,1971-11-01,0.0,71.0,1971,0.0
58002458,193502,Director,Shinsuke Sato,Library Wars Collection,Tokyo Broadcasting System (TBS),Japan,0.0,ja,図書館戦争,2013-04-26,0.0,128.0,2013,0.0
58002459,193502,Director,Shinsuke Sato,Library Wars Collection,WoWow,Japan,0.0,ja,図書館戦争,2013-04-26,0.0,128.0,2013,0.0
58002460,193502,Director,Shinsuke Sato,Library Wars Collection,Toho,Japan,0.0,ja,図書館戦争,2013-04-26,0.0,128.0,2013,0.0
58002461,193502,Director,Shinsuke Sato,Library Wars Collection,Hokkaido Broadcasting Co.,Japan,0.0,ja,図書館戦争,2013-04-26,0.0,128.0,2013,0.0
58003754,75634,Director,Tom Clegg,Sharpe Collection,Picture Palace,United Kingdom,0.0,en,Sharpe's Challenge,2006-04-23,0.0,138.0,2006,0.0
58003755,75634,Director,Tom Clegg,Sharpe Collection,Celtic Films Entertainment,United Kingdom,0.0,en,Sharpe's Challenge,2006-04-23,0.0,138.0,2006,0.0
58004010,115873,Director,Kuntaa Nikkil,The Angrez Collection,,,50000.0,hi,The Angrez,2006-06-02,300000.0,110.0,2006,6.0
58004021,42949,Director,Luc Besson,Arthur and the Invisibles Collection,Apipoulaï,France,70200000.0,en,Arthur 3: la guerre des deux mondes,2010-08-22,0.0,101.0,2010,0.0
58004022,42949,Director,Luc Besson,Arthur and the Invisibles Collection,Avalanche Productions,France,70200000.0,en,Arthur 3: la guerre des deux mondes,2010-08-22,0.0,101.0,2010,0.0
58004023,42949,Director,Luc Besson,Arthur and the Invisibles Collection,EuropaCorp,France,70200000.0,en,Arthur 3: la guerre des deux mondes,2010-08-22,0.0,101.0,2010,0.0
58006469,33787,Director,Gary Nelson,Get Smart Collection,IndieProd Company Productions,United States of America,0.0,en,"Get Smart, Again!",1989-02-26,0.0,96.0,1989,0.0
58006470,33787,Director,Gary Nelson,Get Smart Collection,Phoenix Entertainment Group (PEG),United States of America,0.0,en,"Get Smart, Again!",1989-02-26,0.0,96.0,1989,0.0
58007081,41241,Director,Hal Needham,Hard Time Collection,Turner Original Productions,United States of America,0.0,en,Hard Time: Hostage Hotel,1999-11-14,0.0,88.0,1999,0.0
58007225,58625,Director,Chris Fisher,Street Kings Collection,Silver Nitrate,United States of America,0.0,en,Street Kings 2: Motor City,2011-07-15,0.0,93.0,2011,0.0
58007612,76940,Director,Takanori Tsujimoto,"Hard Revenge, Milly Collection",,Japan,0.0,ja,"Hâdo ribenji, Mirî: Buraddi batoru",2009-07-11,0.0,74.0,2009,0.0
58007724,20044,Director,Takanori Tsujimoto,"Hard Revenge, Milly Collection",,,0.0,ja,ハード・リベンジ、ミリー,2008-08-09,0.0,44.0,2008,0.0
58007820,12448,Director,Bradley Raymond,The Hunchback of Notre Dame Collection,Walt Disney Pictures,United States of America,0.0,en,The Hunchback of Notre Dame II,2002-02-05,0.0,68.0,2002,0.0
58007821,12448,Director,Bradley Raymond,The Hunchback of Notre Dame Collection,Walt Disney Television Animation,United States of America,0.0,en,The Hunchback of Notre Dame II,2002-02-05,0.0,68.0,2002,0.0
58007822,12448,Director,Bradley Raymond,The Hunchback of Notre Dame Collection,Walt Disney Animation Japan,United States of America,0.0,en,The Hunchback of Notre Dame II,2002-02-05,0.0,68.0,2002,0.0
58009836,204342,Director,Yuichi Fukuda,Hentai Kamen Collection,L'espace Vision,Japan,0.0,ja,HK/変態仮面,2013-04-13,0.0,90.0,2013,0.0
58009837,204342,Director,Yuichi Fukuda,Hentai Kamen Collection,T-Joy,Japan,0.0,ja,HK/変態仮面,2013-04-13,0.0,90.0,2013,0.0
58010028,20947,Director,Richard Viktorov,Moskva-Kassiopeya Collection,Maksim Gorki Studio,Russia,0.0,en,Moskva-Kassiopeya,1973-09-23,0.0,85.0,1973,0.0
58010188,347096,Director,Anne K. Black,Mythica Collection,Arrowstorm Entertainment,United States of America,0.0,en,Mythica: The Darkspore,2015-06-24,0.0,108.0,2015,0.0
58010242,26847,Director,Ron Underwood,Santa Baby Collection,,United States of America,0.0,en,Santa Baby,2006-12-10,0.0,89.0,2006,0.0
58010243,26847,Director,Ron Underwood,Santa Baby Collection,,Canada,0.0,en,Santa Baby,2006-12-10,0.0,89.0,2006,0.0
58010244,26847,Director,Ron Underwood,Santa Baby Collection,,Germany,0.0,en,Santa Baby,2006-12-10,0.0,89.0,2006,0.0
58010566,60061,Director,Eduardo De Filippo,Totò Collection,Dino de Laurentiis Cinematografica,Italy,0.0,it,Napoli milionaria,1951-04-17,0.0,84.0,1951,0.0
58010573,17433,Director,Shigeyasu Yamauchi,Street Fighter Collection,Group TAC,Japan,0.0,ja,ストリートファイターZERO,1999-12-22,0.0,100.0,1999,0.0
58010574,17433,Director,Shigeyasu Yamauchi,Street Fighter Collection,Capcom,Japan,0.0,ja,ストリートファイターZERO,1999-12-22,0.0,100.0,1999,0.0
58010749,284279,Director,Hallvard Bræin,Burnout Collection,Filmkameratene A/S,Norway,4000000.0,no,Børning,2014-08-24,0.0,93.0,2014,0.0
58010801,356216,Director,Zackary Adler,The Krays Collection,Carnaby International,United Kingdom,2500000.0,en,The Rise of the Krays,2015-08-29,0.0,110.0,2015,0.0
58010802,356216,Director,Zackary Adler,The Krays Collection,Saracen Films,United Kingdom,2500000.0,en,The Rise of the Krays,2015-08-29,0.0,110.0,2015,0.0
58010803,356216,Director,Zackary Adler,The Krays Collection,Torn Pictures,United Kingdom,2500000.0,en,The Rise of the Krays,2015-08-29,0.0,110.0,2015,0.0
58010918,72720,Director,Andrew Duncan,Hot Wheels: AcceleRacers - Collection,Mainframe Entertainment,Canada,0.0,en,Hot Wheels Acceleracers: Ignition,2005-01-08,0.0,60.0,2005,0.0
58011062,150213,Director,Kunihiko Yuyama,Pokémon Collection,TV Tokyo,Japan,0.0,ja,キュレムVS聖剣士ケルディオ,2012-07-13,44057737.0,71.0,2012,inf
58011063,150213,Director,Kunihiko Yuyama,Pokémon Collection,Oriental Light and Magic,Japan,0.0,ja,キュレムVS聖剣士ケルディオ,2012-07-13,44057737.0,71.0,2012,inf
58011064,150213,Director,Kunihiko Yuyama,Pokémon Collection,GameFreak,Japan,0.0,ja,キュレムVS聖剣士ケルディオ,2012-07-13,44057737.0,71.0,2012,inf
58011065,150213,Director,Kunihiko Yuyama,Pokémon Collection,East Japan Marketing & Communications Inc.,Japan,0.0,ja,キュレムVS聖剣士ケルディオ,2012-07-13,44057737.0,71.0,2012,inf
58011066,150213,Director,Kunihiko Yuyama,Pokémon Collection,Shogakukan,Japan,0.0,ja,キュレムVS聖剣士ケルディオ,2012-07-13,44057737.0,71.0,2012,inf
58011067,150213,Director,Kunihiko Yuyama,Pokémon Collection,Pikachu Project,Japan,0.0,ja,キュレムVS聖剣士ケルディオ,2012-07-13,44057737.0,71.0,2012,inf
58011068,150213,Director,Kunihiko Yuyama,Pokémon Collection,The Pokémon Company,Japan,0.0,ja,キュレムVS聖剣士ケルディオ,2012-07-13,44057737.0,71.0,2012,inf
58011069,150213,Director,Kunihiko Yuyama,Pokémon Collection,Shogakukan-Shueisha Productions,Japan,0.0,ja,キュレムVS聖剣士ケルディオ,2012-07-13,44057737.0,71.0,2012,inf
58011070,150213,Director,Kunihiko Yuyama,Pokémon Collection,Production I.G.,Japan,0.0,ja,キュレムVS聖剣士ケルディオ,2012-07-13,44057737.0,71.0,2012,inf
58011071,150213,Director,Kunihiko Yuyama,Pokémon Collection,Oriental Light and Magic Team Koitabashi,Japan,0.0,ja,キュレムVS聖剣士ケルディオ,2012-07-13,44057737.0,71.0,2012,inf
58012062,50087,Director,Kunihiko Yuyama,Pokémon Collection,TV Tokyo,Japan,0.0,ja,幻影の覇者 ゾロアーク,2010-07-10,0.0,96.0,2010,0.0
58012063,50087,Director,Kunihiko Yuyama,Pokémon Collection,GameFreak,Japan,0.0,ja,幻影の覇者 ゾロアーク,2010-07-10,0.0,96.0,2010,0.0
58012530,345468,Director,Josh Forbes,Contracted Collection,BoulderLight Pictures,United States of America,0.0,en,Contracted: Phase II,2015-07-05,0.0,78.0,2015,0.0
58012593,303903,Director,Kunihiko Yuyama,Pokémon Collection,The Pokémon Company,Japan,24720400.0,ja,破壊の繭とディアンシー,2014-07-19,0.0,76.0,2014,0.0
58012594,350499,Director,Kunihiko Yuyama,Pokémon Collection,TV Tokyo,Japan,150000000.0,ja,ポケモン・ザ・ムービーXY 光輪の超魔神 フーパ,2015-07-18,0.0,73.0,2015,0.0
58012595,350499,Director,Kunihiko Yuyama,Pokémon Collection,Oriental Light and Magic,Japan,150000000.0,ja,ポケモン・ザ・ムービーXY 光輪の超魔神 フーパ,2015-07-18,0.0,73.0,2015,0.0
58012596,350499,Director,Kunihiko Yuyama,Pokémon Collection,Shogakukan-Shueisha Productions,Japan,150000000.0,ja,ポケモン・ザ・ムービーXY 光輪の超魔神 フーパ,2015-07-18,0.0,73.0,2015,0.0
58013323,50506,Director,Michael Scott,Mrs. Miracle Collection,The Hallmark Channel,Canada,0.0,en,Mrs. Miracle,2009-12-05,0.0,90.0,2009,0.0
58013324,50506,Director,Michael Scott,Mrs. Miracle Collection,The Hallmark Channel,United States of America,0.0,en,Mrs. Miracle,2009-12-05,0.0,90.0,2009,0.0
58013325,50506,Director,Michael Scott,Mrs. Miracle Collection,Dan Wigutow Productions,Canada,0.0,en,Mrs. Miracle,2009-12-05,0.0,90.0,2009,0.0
58013326,50506,Director,Michael Scott,Mrs. Miracle Collection,Dan Wigutow Productions,United States of America,0.0,en,Mrs. Miracle,2009-12-05,0.0,90.0,2009,0.0
58013327,50506,Director,Michael Scott,Mrs. Miracle Collection,KZ Productions,Canada,0.0,en,Mrs. Miracle,2009-12-05,0.0,90.0,2009,0.0
58013328,50506,Director,Michael Scott,Mrs. Miracle Collection,KZ Productions,United States of America,0.0,en,Mrs. Miracle,2009-12-05,0.0,90.0,2009,0.0
58019083,42673,Director,Ron Underwood,Santa Baby Collection,Alberta Film Entertainment,Canada,0.0,en,Santa Baby 2,2009-12-13,0.0,90.0,2009,0.0
58019084,42673,Director,Ron Underwood,Santa Baby Collection,Alberta Film Entertainment,United States of America,0.0,en,Santa Baby 2,2009-12-13,0.0,90.0,2009,0.0
58019085,42673,Director,Ron Underwood,Santa Baby Collection,Well Done Productions,Canada,0.0,en,Santa Baby 2,2009-12-13,0.0,90.0,2009,0.0
58019086,42673,Director,Ron Underwood,Santa Baby Collection,Well Done Productions,United States of America,0.0,en,Santa Baby 2,2009-12-13,0.0,90.0,2009,0.0
58019467,287948,Director,Camille Delamarre,The Transporter Collection,EuropaCorp,Belgium,25000000.0,en,The Transporter Refueled,2015-09-03,72629670.0,96.0,2015,2.9051868
58019468,287948,Director,Camille Delamarre,The Transporter Collection,EuropaCorp,China,25000000.0,en,The Transporter Refueled,2015-09-03,72629670.0,96.0,2015,2.9051868
58019469,287948,Director,Camille Delamarre,The Transporter Collection,EuropaCorp,France,25000000.0,en,The Transporter Refueled,2015-09-03,72629670.0,96.0,2015,2.9051868
58021654,86868,Director,Thomas Gilou,Would I Lie to You? Collection,Les Films Manuel Munz,France,25496629.0,fr,La Vérité si je Mens ! 3,2012-01-31,40924982.0,120.0,2012,1.605113444604775
58021655,86868,Director,Thomas Gilou,Would I Lie to You? Collection,Télégraphe,France,25496629.0,fr,La Vérité si je Mens ! 3,2012-01-31,40924982.0,120.0,2012,1.605113444604775
58021656,86868,Director,Thomas Gilou,Would I Lie to You? Collection,Vertigo,France,25496629.0,fr,La Vérité si je Mens ! 3,2012-01-31,40924982.0,120.0,2012,1.605113444604775
58021657,86868,Director,Thomas Gilou,Would I Lie to You? Collection,La Vérité Production,France,25496629.0,fr,La Vérité si je Mens ! 3,2012-01-31,40924982.0,120.0,2012,1.605113444604775
58022918,31359,Director,Thomas Gilou,Would I Lie to You? Collection,TPS Cinéma,France,12560000.0,fr,La Vérité si je Mens ! 2,2001-02-07,42700000.0,105.0,2001,3.39968152866242
58022919,31359,Director,Thomas Gilou,Would I Lie to You? Collection,TF1 Films Production,France,12560000.0,fr,La Vérité si je Mens ! 2,2001-02-07,42700000.0,105.0,2001,3.39968152866242
58022920,31359,Director,Thomas Gilou,Would I Lie to You? Collection,M6 Métropole Télévision,France,12560000.0,fr,La Vérité si je Mens ! 2,2001-02-07,42700000.0,105.0,2001,3.39968152866242
58022921,31359,Director,Thomas Gilou,Would I Lie to You? Collection,Télégraphe,France,12560000.0,fr,La Vérité si je Mens ! 2,2001-02-07,42700000.0,105.0,2001,3.39968152866242
58022922,31359,Director,Thomas Gilou,Would I Lie to You? Collection,Vertigo,France,12560000.0,fr,La Vérité si je Mens ! 2,2001-02-07,42700000.0,105.0,2001,3.39968152866242
58024243,50126,Director,Mikael Salomon,Fallen Collection,Three Angels Productions,United States of America,0.0,en,Fallen,2006-07-23,0.0,84.0,2006,0.0
58024244,50126,Director,Mikael Salomon,Fallen Collection,Three Angels Productions,Canada,0.0,en,Fallen,2006-07-23,0.0,84.0,2006,0.0
58024819,264264,Director,John Woo,The Crossing Collection,China Film Group Corporation (CFGC),China,40000000.0,zh,太平轮(上),2014-12-02,0.0,129.0,2014,0.0
58024820,264264,Director,John Woo,The Crossing Collection,Beijing Gallop Horse Film & TV Production,China,40000000.0,zh,太平轮(上),2014-12-02,0.0,129.0,2014,0.0
58024895,34204,Director,David Jackson,Halloweentown Collection,Disney Channel,,0.0,en,Return to Halloweentown,2006-10-20,0.0,88.0,2006,0.0
58024896,34204,Director,David Jackson,Halloweentown Collection,Just Singer Entertainment,,0.0,en,Return to Halloweentown,2006-10-20,0.0,88.0,2006,0.0
58025795,51836,Director,Mark Rosman,Snow Collection,"Alberta Film Development Program of the Alberta Foundation for the Arts, The",Canada,0.0,en,Snow 2: Brain Freeze,2008-08-08,0.0,86.0,2008,0.0
58025796,51836,Director,Mark Rosman,Snow Collection,"Alberta Film Development Program of the Alberta Foundation for the Arts, The",United States of America,0.0,en,Snow 2: Brain Freeze,2008-08-08,0.0,86.0,2008,0.0
58026119,46169,Director,Stuart Gillard,Twitches Collection,Walt Disney Studios Home Entertainment,United States of America,0.0,en,Twitches Too,2007-10-12,0.0,83.0,2007,0.0
58026120,46169,Director,Stuart Gillard,Twitches Collection,Disney Channel,United States of America,0.0,en,Twitches Too,2007-10-12,0.0,83.0,2007,0.0
58026887,319341,Director,Martin Bourboulon,Papa ou Maman Collection,M6 Films,France,0.0,fr,Papa ou maman,2015-02-04,0.0,85.0,2015,0.0
58026888,319341,Director,Martin Bourboulon,Papa ou Maman Collection,Pathe,France,0.0,fr,Papa ou maman,2015-02-04,0.0,85.0,2015,0.0
58026889,319341,Director,Martin Bourboulon,Papa ou Maman Collection,Umedia,France,0.0,fr,Papa ou maman,2015-02-04,0.0,85.0,2015,0.0
58026890,319341,Director,Martin Bourboulon,Papa ou Maman Collection,Chapter 2,France,0.0,fr,Papa ou maman,2015-02-04,0.0,85.0,2015,0.0
58026891,319341,Director,Martin Bourboulon,Papa ou Maman Collection,Fargo Films,France,0.0,fr,Papa ou maman,2015-02-04,0.0,85.0,2015,0.0
58027537,351901,Director,Stephen Reynolds,12 Rounds Collection,WWE Studios,United States of America,0.0,en,12 Rounds 3: Lockdown,2015-09-11,0.0,90.0,2015,0.0
58027561,60190,Director,Claudio Fragasso,Unoffical Ghosthouse Series,Filmirage,Italy,0.0,it,La casa 5,1990-01-01,0.0,95.0,1990,0.0
58027562,60190,Director,Claudio Fragasso,Unoffical Ghosthouse Series,Production Group S.r.l.,Italy,0.0,it,La casa 5,1990-01-01,0.0,95.0,1990,0.0
58027657,356149,Director,Andrew Jones,Robert,,United Kingdom,0.0,en,Robert the Doll,2015-08-24,0.0,90.0,2015,0.0
58027666,28538,Director,Antonio Margheriti,Gamma One Collection,Mercury Film International,Italy,0.0,it,La morte viene dal pianeta Aytin,1967-01-18,0.0,90.0,1967,0.0
58027678,340382,Director,Shinji Higuchi,Attack on Titan Collection,Toho Company,Japan,0.0,ja,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,2015-09-01,0.0,87.0,2015,0.0
58027679,340382,Director,Shinji Higuchi,Attack on Titan Collection,Nikkatsu,Japan,0.0,ja,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,2015-09-01,0.0,87.0,2015,0.0
58027680,340382,Director,Shinji Higuchi,Attack on Titan Collection,Kôdansha,Japan,0.0,ja,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,2015-09-01,0.0,87.0,2015,0.0
58027681,340382,Director,Shinji Higuchi,Attack on Titan Collection,Licri,Japan,0.0,ja,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,2015-09-01,0.0,87.0,2015,0.0
58032878,212162,Director,Akiyuki Shinbo,Puella Magi Madoka Magica: The Movie,Shaft,Japan,0.0,ja,劇場版 魔法少女まどか☆マギカ[新編]叛逆の物語,2013-10-26,12947880.0,116.0,2013,inf
58032881,212162,Director,Yukihiro Miyamoto,Puella Magi Madoka Magica: The Movie,Shaft,Japan,0.0,ja,劇場版 魔法少女まどか☆マギカ[新編]叛逆の物語,2013-10-26,12947880.0,116.0,2013,inf
58033112,152044,Director,Akiyuki Shinbo,Puella Magi Madoka Magica: The Movie,Shaft,Japan,0.0,ja,劇場版 魔法少女まどか☆マギカ[後編] 永遠の物語,2012-10-13,0.0,109.0,2012,0.0
58033115,152044,Director,Yukihiro Miyamoto,Puella Magi Madoka Magica: The Movie,Shaft,Japan,0.0,ja,劇場版 魔法少女まどか☆マギカ[後編] 永遠の物語,2012-10-13,0.0,109.0,2012,0.0
58033310,19430,Director,Paul May,08/15 Collection,,Germany,0.0,de,08/15,1954-09-30,0.0,95.0,1954,0.0
58033358,30921,Director,Pierre David,Scanners Collection,The Image Organization,United States of America,0.0,en,Scanner Cop,1994-07-27,0.0,95.0,1994,0.0
58033359,30921,Director,Pierre David,Scanners Collection,Republic Entertainment,United States of America,0.0,en,Scanner Cop,1994-07-27,0.0,95.0,1994,0.0
58033360,30921,Director,Pierre David,Scanners Collection,Starlight Film,United States of America,0.0,en,Scanner Cop,1994-07-27,0.0,95.0,1994,0.0
58033970,329263,Director,Bora Dağtekin,"F*ck You, Goethe Collection",Constantin Film,Germany,0.0,de,Fack ju Göhte 2,2015-09-10,83027924.0,115.0,2015,inf
58033997,43551,Director,Irving Reis,The Falcon Series,RKO Radio Pictures,United States of America,0.0,en,A Date with the Falcon,1942-01-16,0.0,63.0,1942,0.0
58034017,55612,Director,Stephan Apelgren,Varg Veum Collection,Miso Film,Norway,0.0,no,Varg Veum - Svarte får,2011-01-21,0.0,83.0,2011,0.0
58034018,55612,Director,Stephan Apelgren,Varg Veum Collection,Cinemiso,Norway,0.0,no,Varg Veum - Svarte får,2011-01-21,0.0,83.0,2011,0.0
58034449,40251,Director,Kevin Tenney,Witchboard Collection,Witchboard Partners,United States of America,0.0,fr,Witchboard 2: The Devil's Doorway,1993-09-10,168180.0,98.0,1993,inf
58034497,182131,Director,Yoh Yoshinari,Little Witch Academia Collection,Trigger,Japan,480000.0,ja,リトルウィッチアカデミア,2013-03-02,0.0,26.0,2013,0.0
58034625,10645,Director,Ben Verbong,Das Sams Collection,Kinowelt Filmproduktion,Germany,0.0,en,Das Sams,2001-10-17,0.0,100.0,2001,0.0
58034633,459,Director,Ernst Marischka,Sissi Collection,Ernst Marischka & Co,Germany,0.0,de,Sissi - Schicksalsjahre einer Kaiserin,1957-12-18,0.0,109.0,1957,0.0
58034634,459,Director,Ernst Marischka,Sissi Collection,Ernst Marischka & Co,Austria,0.0,de,Sissi - Schicksalsjahre einer Kaiserin,1957-12-18,0.0,109.0,1957,0.0
58034635,459,Director,Ernst Marischka,Sissi Collection,Erma-Filmproduktionsgesellschaft,Germany,0.0,de,Sissi - Schicksalsjahre einer Kaiserin,1957-12-18,0.0,109.0,1957,0.0
58034636,459,Director,Ernst Marischka,Sissi Collection,Erma-Filmproduktionsgesellschaft,Austria,0.0,de,Sissi - Schicksalsjahre einer Kaiserin,1957-12-18,0.0,109.0,1957,0.0
58035529,457,Director,Ernst Marischka,Sissi Collection,Herzog,Austria,0.0,de,Sissi,1955-12-22,0.0,102.0,1955,0.0
58035655,40487,Director,Albert Band,Robot Jox Collection,Paramount Pictures,United States of America,0.0,en,Robot Wars,1993-01-01,0.0,67.0,1993,0.0
58035656,40487,Director,Albert Band,Robot Jox Collection,Full Moon Entertainment,United States of America,0.0,en,Robot Wars,1993-01-01,0.0,67.0,1993,0.0
58036339,38237,Director,Ian Barry,Robot Jox Collection,Paramount Pictures,Philippines,0.0,en,Robo Warriors,1996-01-01,0.0,89.0,1996,0.0
58036340,38237,Director,Ian Barry,Robot Jox Collection,Republic Pictures (II),Philippines,0.0,en,Robo Warriors,1996-01-01,0.0,89.0,1996,0.0
58036341,38237,Director,Ian Barry,Robot Jox Collection,Premiere Entertainment Productions,Philippines,0.0,en,Robo Warriors,1996-01-01,0.0,89.0,1996,0.0
58036825,277967,Director,Wolfgang Murnberger,Simon Brenner Collection,Dor Film Produktionsgesellschaft GmbH,Austria,0.0,de,Das ewige Leben,2015-03-05,0.0,123.0,2015,0.0
58036826,277967,Director,Wolfgang Murnberger,Simon Brenner Collection,Dor Film-West Produktionsgesellschaft,Austria,0.0,de,Das ewige Leben,2015-03-05,0.0,123.0,2015,0.0
58037221,159824,Director,Genndy Tartakovsky,Hotel Transylvania Collection,Columbia Pictures,United States of America,80000000.0,en,Hotel Transylvania 2,2015-09-21,473226958.0,89.0,2015,5.915336975
58037222,159824,Director,Genndy Tartakovsky,Hotel Transylvania Collection,Sony Pictures Animation,United States of America,80000000.0,en,Hotel Transylvania 2,2015-09-21,473226958.0,89.0,2015,5.915336975
58038013,204582,Director,Vince Marcello,An American Girl Collection,,United States of America,0.0,en,An American Girl: Saige Paints the Sky,2013-07-02,0.0,99.0,2013,0.0
58038020,86040,Director,Peter Bogdanovich,"To Sir, with Love Collection",,United States of America,0.0,pt,"To Sir, with Love II",1996-04-07,0.0,0.0,1996,0.0
58038025,339530,Director,Don Michael Paul,Tremors Collection,Universal 1440 Entertainment,United States of America,0.0,en,Tremors 5: Bloodlines,2015-10-06,0.0,99.0,2015,0.0
58038151,297762,Director,Patty Jenkins,Wonder Woman Collection,Dune Entertainment,United States of America,149000000.0,en,Wonder Woman,2017-05-30,820580447.0,141.0,2017,5.507251322147651
58038152,297762,Director,Patty Jenkins,Wonder Woman Collection,Atlas Entertainment,United States of America,149000000.0,en,Wonder Woman,2017-05-30,820580447.0,141.0,2017,5.507251322147651
58038153,297762,Director,Patty Jenkins,Wonder Woman Collection,Warner Bros.,United States of America,149000000.0,en,Wonder Woman,2017-05-30,820580447.0,141.0,2017,5.507251322147651
58038154,297762,Director,Patty Jenkins,Wonder Woman Collection,DC Entertainment,United States of America,149000000.0,en,Wonder Woman,2017-05-30,820580447.0,141.0,2017,5.507251322147651
58038155,297762,Director,Patty Jenkins,Wonder Woman Collection,Cruel & Unusual Films,United States of America,149000000.0,en,Wonder Woman,2017-05-30,820580447.0,141.0,2017,5.507251322147651
58038156,297762,Director,Patty Jenkins,Wonder Woman Collection,TENCENT PICTURES,United States of America,149000000.0,en,Wonder Woman,2017-05-30,820580447.0,141.0,2017,5.507251322147651
58038157,297762,Director,Patty Jenkins,Wonder Woman Collection,Wanda Pictures,United States of America,149000000.0,en,Wonder Woman,2017-05-30,820580447.0,141.0,2017,5.507251322147651
58084897,302349,Director,Timo Vuorensola,Iron Sky Collection,27 Films Production,Belgium,18000000.0,en,Iron Sky: The Coming Race,2018-03-01,0.0,0.0,2018,0.0
58084898,302349,Director,Timo Vuorensola,Iron Sky Collection,27 Films Production,Finland,18000000.0,en,Iron Sky: The Coming Race,2018-03-01,0.0,0.0,2018,0.0
58084899,302349,Director,Timo Vuorensola,Iron Sky Collection,27 Films Production,Germany,18000000.0,en,Iron Sky: The Coming Race,2018-03-01,0.0,0.0,2018,0.0
58084900,302349,Director,Timo Vuorensola,Iron Sky Collection,Potemkino,Belgium,18000000.0,en,Iron Sky: The Coming Race,2018-03-01,0.0,0.0,2018,0.0
58084901,302349,Director,Timo Vuorensola,Iron Sky Collection,Potemkino,Finland,18000000.0,en,Iron Sky: The Coming Race,2018-03-01,0.0,0.0,2018,0.0
58084902,302349,Director,Timo Vuorensola,Iron Sky Collection,Potemkino,Germany,18000000.0,en,Iron Sky: The Coming Race,2018-03-01,0.0,0.0,2018,0.0
58084903,302349,Director,Timo Vuorensola,Iron Sky Collection,Iron sky universe,Belgium,18000000.0,en,Iron Sky: The Coming Race,2018-03-01,0.0,0.0,2018,0.0
58084904,302349,Director,Timo Vuorensola,Iron Sky Collection,Iron sky universe,Finland,18000000.0,en,Iron Sky: The Coming Race,2018-03-01,0.0,0.0,2018,0.0
58084905,302349,Director,Timo Vuorensola,Iron Sky Collection,Iron sky universe,Germany,18000000.0,en,Iron Sky: The Coming Race,2018-03-01,0.0,0.0,2018,0.0
58123777,353616,Director,Trish Sie,Pitch Perfect Collection,,,0.0,en,Pitch Perfect 3,2017-12-21,0.0,0.0,2017,0.0
58123791,99760,Director,Eloy de la Iglesia,El pico - Colección,Ópalo Films,Spain,0.0,es,El pico 2,1984-11-09,930349.0,120.0,1984,inf
58123826,338312,Director,Attila Árpa,Argo Collection,,Hungary,0.0,hu,Argo 2,2015-04-30,0.0,0.0,2015,0.0
58123934,156389,Director,Ray Nazarro ,Baby Burlesks,,,0.0,en,Runt Page,1932-04-11,0.0,10.0,1932,0.0
58123937,156388,Director,Charles Lamont,Baby Burlesks,,,0.0,en,The Pie-Covered Wagon,1932-10-30,0.0,10.0,1932,0.0
58123943,80105,Director,Carlos Therón,Fuga de cerebros - Collection,Globomedia / Antena 3 Films / Cangrejo Films,Spain,0.0,es,Fuga de cerebros 2,2011-12-02,0.0,106.0,2011,0.0
58124069,93230,Director,Peter Flinth,Annika Bengtzon Collection,,Sweden,0.0,sv,Nobels testamente,2012-03-02,0.0,90.0,2012,0.0
58124181,32105,Director,Gerald Thomas,The Carry On Collection,Peter Rogers Productions,United Kingdom,0.0,en,Carry On Jack,1963-11-01,0.0,87.0,1963,0.0
58124196,170759,Director,Til Schweiger,Kokowääh Filmreihe,barefoot films,Germany,0.0,de,Kokowääh 2,2013-01-27,0.0,120.0,2013,0.0
